code,country,year,start,event_name,crisis_category,hazard_type,displaced
TLS,Timor-Leste,2013,2013-01-17,Babulu gale,Weather related,Storm,5
TZA,Tanzania,2014,2014-03-15,Arusha flood,Weather related,Flood,1000
COL,Colombia,2015,2015-06-25,Gameza flood,Weather related,Flood,4
CUB,Cuba,2015,2015-05-02,Baracoa flood,Weather related,Flood,2000
BGD,Bangladesh,2008,2008-07-01,Bangladesh: Flood - 01/07/2008,Weather related,Flood,2200
BGD,Bangladesh,2008,2008-08-30,Bangladesh: Flood - 30/08/2008,Weather related,Flood,57000
GTM,Guatemala,2008,2008-10-22,Guatemala: Flood - 22/10/2008,Weather related,Flood,11000
HND,Honduras,2008,2008-12-12,Honduras: Flood - 12/12/2008,Weather related,Flood,250
HND,Honduras,2008,2008-10-19,Honduras: Flood - 19/10/2008,Weather related,Flood,70000
HTI,Haiti,2008,2008-02-09,Haiti: Storm - 09/02/2008,Weather related,Storm,20
HTI,Haiti,2008,2008-08-26,Haiti: Storm - 26/08/2008,Weather related,Storm,10000
HTI,Haiti,2008,2008-08-18,Haiti: Storm - 18/08/2008,Weather related,Storm,17000
AFG,Afghanistan,2008,2008-08-01,Afghanistan: Flood - 01/08/2008,Weather related,Flood,180
AFG,Afghanistan,2008,2008-04-17,Afghanistan: Earthquake - 17/04/2008,Geophysical,Earthquake,3200
ARG,Argentina,2008,2008-01-28,Argentina: Flood - 28/01/2008,Weather related,Flood,640
ATG,Antigua and Barbuda,2008,2008-10-15,Antigua and Barbuda: Storm - 15/10/2008,Weather related,Storm,45
AUS,Australia,2008,2008-11-16,Australia: Storm - 16/11/2008,Weather related,Storm,1000
BDI,Burundi,2008,2008-09-20,Burundi: Flood - 20/09/2008,Weather related,Flood,2800
BEN,Benin,2008,2008-07-01,Benin: Flood - 01/07/2008,Weather related,Flood,150000
BFA,Burkina Faso,2008,2008-08-01,Burkina Faso: Flood - 01/08/2008,Weather related,Flood,28000
BGD,Bangladesh,2008,2008-08-16,Bangladesh: Landslide/Wet mass movement - 16/08/2008,Weather related,Mass Movement,1700
BHS,"Bahamas, The",2008,2008-07-09,Bahamas: Storm - 09/07/2008,Weather related,Storm,500
BLZ,Belize,2008,2008-10-19,Belize: Flood - 19/10/2008,Weather related,Flood,400
BRA,Brazil,2008,2008-02-02,Brazil: Flood - 02/02/2008,Weather related,Flood,1400
BRA,Brazil,2008,2008-12-01,Brazil: Flood - 01/12/2008,Weather related,Flood,14000
BRA,Brazil,2008,2008-06-05,Brazil: Storm - 05/06/2008,Weather related,Storm,25000
BRA,Brazil,2008,2008-11-22,Brazil: Flood - 22/11/2008,Weather related,Flood,79000
BRA,Brazil,2008,2008-03-30,Brazil: Flood - 30/03/2008,Weather related,Flood,190000
CAF,Central African Republic,2008,2008-07-01,Central African Republic: Flood - 01/07/2008,Weather related,Flood,14000
CAN,Canada,2008,2008-10-04,Canada: Flood - 04/10/2008,Weather related,Flood,200
CAN,Canada,2008,2008-04-26,Canada: Flood - 26/04/2008,Weather related,Flood,1800
CHL,Chile,2008,2008-02-05,Chile: Volcanic activity - 05/02/2008,Geophysical,Volcanic activity,8000
CHL,Chile,2008,2008-05-19,Chile: Flood - 19/05/2008,Weather related,Flood,12000
CHL,Chile,2008,2008-08-29,Chile: Flood - 29/08/2008,Weather related,Flood,23000
CHN,China,2008,2008-08-22,China: Storm - 22/08/2008,Weather related,Storm,390
CHN,China,2008,2008-08-08,China: Storm - 08/08/2008,Weather related,Storm,500
CHN,China,2008,2008-06-10,China: Earthquake - 10/06/2008,Geophysical,Earthquake,860
CHN,China,2008,2008-02-05,China: Flood - 05/02/2008,Weather related,Flood,1900
CHN,China,2008,2008-05-27,China: Flood - 27/05/2008,Weather related,Flood,4600
CHN,China,2008,2008-06-24,China: Storm - 24/06/2008,Weather related,Storm,6000
CHN,China,2008,2008-05-08,China: Earthquake - 08/05/2008,Geophysical,Earthquake,16000
CHN,China,2008,2008-10-31,China: Flood - 31/10/2008,Weather related,Flood,25000
CHN,China,2008,2008-07-07,China: Flood - 07/07/2008,Weather related,Flood,31000
CHN,China,2008,2008-07-08,China: Flood - 08/07/2008,Weather related,Flood,42000
CHN,China,2008,2008-04-19,China: Storm - 19/04/2008,Weather related,Storm,120000
CHN,China,2008,2008-07-28,China: Storm - 28/07/2008,Weather related,Storm,274000
CHN,China,2008,2008-08-30,China: Earthquake - 30/08/2008,Geophysical,Earthquake,650000
CHN,China,2008,2008-10-01,China: Cold wave - 01/10/2008,Weather related,Extreme Temperature,827000
CHN,China,2008,2008-07-06,China: Flood - 06/07/2008,Weather related,Flood,1660000
CHN,China,2008,2008-12-05,China: Earthquake - 05/12/2008,Geophysical,Earthquake,15000000
CMR,Cameroon,2008,2008-07-01,Cameroon: Flood - 01/07/2008,Weather related,Flood,1000
COD,"Congo, Dem. Rep.",2008,2008-02-04,Dem. Rep. Congo: Flood - 04/02/2008,Weather related,Flood,500
COD,"Congo, Dem. Rep.",2008,2008-03-02,Dem. Rep. Congo: Earthquake - 02/03/2008,Geophysical,Earthquake,4600
COL,Colombia,2008,2008-01-17,Colombia: Volcanic activity - 17/01/2008,Geophysical,Volcanic activity,8000
COL,Colombia,2008,2008-09-15,Colombia: Flood - 15/09/2008,Weather related,Flood,10000
COL,Colombia,2008,2008-11-20,Colombia: Volcanic activity - 20/11/2008,Geophysical,Volcanic activity,12000
COL,Colombia,2008,2008-04-14,Colombia: Volcanic activity - 14/04/2008,Geophysical,Volcanic activity,13000
COL,Colombia,2008,2008-12-13,Colombia: Flood - 13/12/2008,Weather related,Flood,20000
CRI,Costa Rica,2008,2008-11-22,Costa Rica: Flood - 22/11/2008,Weather related,Flood,600
CRI,Costa Rica,2008,2008-02-09,Costa Rica: Flood - 09/02/2008,Weather related,Flood,2100
CRI,Costa Rica,2008,2008-10-13,Costa Rica: Flood - 13/10/2008,Weather related,Flood,2500
CRI,Costa Rica,2008,2008-11-26,Costa Rica: Flood - 26/11/2008,Weather related,Flood,6900
CUB,Cuba,2008,2008-08-20,Cuba: Storm - 20/08/2008,Weather related,Storm,13000
CUB,Cuba,2008,2008-08-11,Cuba: Storm - 11/08/2008,Weather related,Storm,20000
CUB,Cuba,2008,2008-11-17,Cuba: Flood - 17/11/2008,Weather related,Flood,20000
CUB,Cuba,2008,2008-08-29,Cuba: Storm - 29/08/2008,Weather related,Storm,61000
CUB,Cuba,2008,2008-08-09,Hurricane ike,Weather related,Storm,2616000
CYM,Cayman Islands,2008,2008-08-26,Cayman Islands: Storm - 26/08/2008,Weather related,Storm,720
DOM,Dominican Republic,2008,2008-08-26,Dominican Republic: Storm - 26/08/2008,Weather related,Storm,4400
DOM,Dominican Republic,2008,2008-08-18,Dominican Republic: Storm - 18/08/2008,Weather related,Storm,4600
DZA,Algeria,2008,2008-01-31,Algeria: Flood - 31/01/2008,Weather related,Flood,25000
ECU,Ecuador,2008,2008-01-30,Ecuador: Flood - 30/01/2008,Weather related,Flood,14000
EGY,"Egypt, Arab Rep.",2008,2008-06-09,Egypt: Dry mass movement - 09/06/2008,Geophysical,Mass Movement,20000
ETH,Ethiopia,2008,2008-05-30,Ethiopia: Flood - 30/05/2008,Weather related,Flood,810
ETH,Ethiopia,2008,2008-08-20,Ethiopia: Flood - 20/08/2008,Weather related,Flood,20000
ETH,Ethiopia,2008,2008-11-16,Ethiopia: Flood - 16/11/2008,Weather related,Flood,52000
FIN,Finland,2008,2008-01-28,Finland: Storm - 28/01/2008,Weather related,Storm,20
FRA,France,2008,2008-03-08,France: Storm - 08/03/2008,Weather related,Storm,870
GHA,Ghana,2008,2008-07-01,Ghana: Flood - 01/07/2008,Weather related,Flood,14000
GMB,"Gambia, The",2008,2008-09-01,Gambia: Flood - 01/09/2008,Weather related,Flood,400
GNB,Guinea-Bissau,2008,2008-07-01,Guinea-Bissau: Flood - 01/07/2008,Weather related,Flood,750
GTM,Guatemala,2008,2008-01-12,Guatemala: Cold wave - 12/01/2008,Weather related,Extreme Temperature,2200
GTM,Guatemala,2008,2008-07-21,Guatemala: Storm - 21/07/2008,Weather related,Storm,5000
HTI,Haiti,2008,2008-06-09,Haiti: Storm - 09/06/2008,Weather related,Storm,111000
IDN,Indonesia,2008,2008-02-01,Indonesia: Earthquake - 01/02/2008,Geophysical,Earthquake,500
IDN,Indonesia,2008,2008-09-09,Indonesia: Earthquake - 09/09/2008,Geophysical,Earthquake,820
IDN,Indonesia,2008,2008-08-07,Indonesia: Earthquake - 07/08/2008,Geophysical,Earthquake,2000
IDN,Indonesia,2008,2008-11-11,Indonesia: Flood - 11/11/2008,Weather related,Flood,2400
IDN,Indonesia,2008,2008-02-20,Indonesia: Earthquake - 20/02/2008,Geophysical,Earthquake,3300
IDN,Indonesia,2008,2008-11-02,Indonesia: Flood - 02/11/2008,Weather related,Flood,3500
IDN,Indonesia,2008,2008-04-15,Indonesia: Volcanic activity - 15/04/2008,Geophysical,Volcanic activity,5000
IDN,Indonesia,2008,2008-10-03,Indonesia: Flood - 03/10/2008,Weather related,Flood,5100
IDN,Indonesia,2008,2008-11-17,Indonesia: Earthquake - 17/11/2008,Geophysical,Earthquake,10000
IDN,Indonesia,2008,2008-05-01,Indonesia: Landslide/Wet mass movement - 01/05/2008,Weather related,Mass Movement,16000
IDN,Indonesia,2008,2008-06-09,Indonesia: Flood - 09/06/2008,Weather related,Flood,17000
IDN,Indonesia,2008,2008-10-01,Indonesia: Flood - 01/10/2008,Weather related,Flood,32000
IDN,Indonesia,2008,2008-04-23,Indonesia: Flood - 23/04/2008,Weather related,Flood,34000
IDN,Indonesia,2008,2008-01-30,Indonesia: Flood - 30/01/2008,Weather related,Flood,40000
IDN,Indonesia,2008,2008-01-02,Indonesia: Flood - 02/01/2008,Weather related,Flood,50000
IND,India,2008,2008-08-02,India: Landslide/Wet mass movement - 02/08/2008,Weather related,Mass Movement,1500
IND,India,2008,2008-05-07,India: Flood - 07/05/2008,Weather related,Flood,2800
IND,India,2008,2008-11-27,India: Flood - 27/11/2008,Weather related,Flood,102000
IND,India,2008,2008-11-06,India: Flood - 06/11/2008,Weather related,Flood,2056000
IND,India,2008,2008-08-30,India: Flood - 30/08/2008,Weather related,Flood,2100000
IND,India,2008,2008-09-14,India: Flood - 14/09/2008,Weather related,Flood,2400000
IRQ,Iraq,2008,2008-10-09,Iraq: Flood - 09/10/2008,Weather related,Flood,600
JAM,Jamaica,2008,2008-08-28,Jamaica: Storm - 28/08/2008,Weather related,Storm,1500
JPN,Japan,2008,2008-07-28,Japan: Flood - 28/07/2008,Weather related,Flood,800
KEN,Kenya,2008,2008-03-17,Kenya: Flood - 17/03/2008,Weather related,Flood,100
KEN,Kenya,2008,2008-10-11,Kenya: Flood - 11/10/2008,Weather related,Flood,10000
KGZ,Kyrgyz Republic,2008,2008-05-10,Kyrgyzstan: Earthquake - 10/05/2008,Geophysical,Earthquake,1100
KIR,Kiribati,2008,2008-09-12,Kiribati: Flood - 12/09/2008,Weather related,Flood,85
LBR,Liberia,2008,2008-07-01,Liberia: Flood - 01/07/2008,Weather related,Flood,1000
LKA,Sri Lanka,2008,2008-12-03,Sri Lanka: Flood - 03/12/2008,Weather related,Flood,7000
LKA,Sri Lanka,2008,2008-04-27,Sri Lanka: Storm - 27/04/2008,Weather related,Storm,33000
LKA,Sri Lanka,2008,2008-11-22,Sri Lanka: Flood - 22/11/2008,Weather related,Flood,85000
LKA,Sri Lanka,2008,2008-05-29,Sri Lanka: Flood - 29/05/2008,Weather related,Flood,400000
MAR,Morocco,2008,2008-10-23,Morocco: Flood - 23/10/2008,Weather related,Flood,5000
MDA,Moldova,2008,2008-07-26,Moldova: Flood - 26/07/2008,Weather related,Flood,200
MDG,Madagascar,2008,2008-01-27,Madagascar: Storm - 27/01/2008,Weather related,Storm,3200
MDG,Madagascar,2008,2008-02-17,Madagascar: Storm - 17/02/2008,Weather related,Storm,191000
MEX,Mexico,2008,2008-07-20,Mexico: Storm - 20/07/2008,Weather related,Storm,13000
MHL,Marshall Islands,2008,2008-10-12,Marshall Islands: Flood - 12/10/2008,Weather related,Flood,600
MLI,Mali,2008,2008-08-18,Mali: Flood - 18/08/2008,Weather related,Flood,2500
MMR,Myanmar,2008,2008-02-05,Myanmar: Storm - 05/02/2008,Weather related,Storm,2250000
MOZ,Mozambique,2008,2008-01-09,Mozambique: Wildfire - 09/01/2008,Weather related,Wildfire,3000
MOZ,Mozambique,2008,2008-08-03,Mozambique: Storm - 03/08/2008,Weather related,Storm,55000
MOZ,Mozambique,2008,2008-08-28,Mozambique: Flood - 28/08/2008,Weather related,Flood,85000
MYS,Malaysia,2008,2008-12-06,Malaysia: Dry mass movement - 06/12/2008,Geophysical,Mass Movement,4000
NER,Niger,2008,2008-07-01,Niger: Flood - 01/07/2008,Weather related,Flood,4300
NIC,Nicaragua,2008,2008-05-29,Nicaragua: Storm - 29/05/2008,Weather related,Storm,1400
NIC,Nicaragua,2008,2008-11-26,Nicaragua: Flood - 26/11/2008,Weather related,Flood,1500
NIC,Nicaragua,2008,2008-09-24,Nicaragua: Flood - 24/09/2008,Weather related,Flood,3000
NIC,Nicaragua,2008,2008-10-18,Nicaragua: Flood - 18/10/2008,Weather related,Flood,13000
NPL,Nepal,2008,2008-07-01,Nepal: Flood - 01/07/2008,Weather related,Flood,70000
NPL,Nepal,2008,2008-09-22,Nepal: Flood - 22/09/2008,Weather related,Flood,180000
PAK,Pakistan,2008,2008-09-08,Pakistan: Flood - 08/09/2008,Weather related,Flood,200
PAK,Pakistan,2008,2008-10-29,Pakistan: Earthquake - 29/10/2008,Geophysical,Earthquake,7000
PAK,Pakistan,2008,2008-02-08,Pakistan: Flood - 08/02/2008,Weather related,Flood,82000
PER,Peru,2008,2008-04-02,Peru: Flood - 02/04/2008,Weather related,Flood,45000
PHL,Philippines,2008,2008-07-28,Philippines: Storm - 28/07/2008,Weather related,Storm,440
PHL,Philippines,2008,2008-06-11,Philippines: Storm - 11/06/2008,Weather related,Storm,1200
PHL,Philippines,2008,2008-07-18,Philippines: Storm - 18/07/2008,Weather related,Storm,3100
PHL,Philippines,2008,2008-08-22,Philippines: Storm - 22/08/2008,Weather related,Storm,3500
PHL,Philippines,2008,2008-09-22,Philippines: Storm - 22/09/2008,Weather related,Storm,5200
PHL,Philippines,2008,2008-06-09,Philippines: Landslide/Wet mass movement - 09/06/2008,Weather related,Mass Movement,12000
PHL,Philippines,2008,2008-11-21,Philippines: Flood - 21/11/2008,Weather related,Flood,30000
PHL,Philippines,2008,2008-01-12,Philippines: Flood - 12/01/2008,Weather related,Flood,51000
PHL,Philippines,2008,2008-05-18,Philippines: Storm - 18/05/2008,Weather related,Storm,55000
PHL,Philippines,2008,2008-12-02,Philippines: Flood - 02/12/2008,Weather related,Flood,206000
PHL,Philippines,2008,2008-04-09,Philippines: Flood - 09/04/2008,Weather related,Flood,350000
PHL,Philippines,2008,2008-01-01,Philippines: Storm - 01/01/2008,Weather related,Storm,2039000
PNG,Papua New Guinea,2008,2008-08-12,Papua New Guinea: Flood - 12/08/2008,Weather related,Flood,75000
PRT,Portugal,2008,2008-02-18,Portugal: Flood - 18/02/2008,Weather related,Flood,38
PRY,Paraguay,2008,2008-07-08,Paraguay: Storm - 08/07/2008,Weather related,Storm,60
ROU,Romania,2008,2008-08-01,Romania: Flood - 01/08/2008,Weather related,Flood,11000
RWA,Rwanda,2008,2008-01-10,Rwanda: Flood - 10/01/2008,Weather related,Flood,5000
SDN,Sudan,2008,2008-11-24,Sudan: Flood - 24/11/2008,Weather related,Flood,7500
SDN,Sudan,2008,2008-08-01,Sudan: Flood - 01/08/2008,Weather related,Flood,39000
SLV,El Salvador,2008,2008-10-16,El Salvador: Flood - 16/10/2008,Weather related,Flood,95
SOM,Somalia,2008,2008-03-11,Somalia: Flood - 11/03/2008,Weather related,Flood,12000
TCD,Chad,2008,2008-07-20,Chad: Flood - 20/07/2008,Weather related,Flood,10000
TGO,Togo,2008,2008-01-07,Togo: Flood - 07/01/2008,Weather related,Flood,2000
THA,Thailand,2008,2008-02-05,Thailand: Storm - 05/02/2008,Weather related,Storm,1000
THA,Thailand,2008,2008-11-09,Thailand: Flood - 09/11/2008,Weather related,Flood,1700
THA,Thailand,2008,2008-11-20,Thailand: Flood - 20/11/2008,Weather related,Flood,200000
TUR,Türkiye,2008,2008-01-08,Türkiye: Wildfire - 08/01/2008,Weather related,Wildfire,300
TZA,Tanzania,2008,2008-10-01,Tanzania: Flood - 01/10/2008,Weather related,Flood,440
TZA,Tanzania,2008,2008-03-17,Tanzania: Flood - 17/03/2008,Weather related,Flood,2000
UGA,Uganda,2008,2008-11-17,Uganda: Flood - 17/11/2008,Weather related,Flood,15000
UKR,Ukraine,2008,2008-07-26,Ukraine: Flood - 26/07/2008,Weather related,Flood,25000
USA,United States,2008,2008-06-20,United States: Wildfire - 20/06/2008,Weather related,Wildfire,300
USA,United States,2008,2008-12-26,United States: Flood - 26/12/2008,Weather related,Flood,470
USA,United States,2008,2008-06-01,United States: Flood - 01/06/2008,Weather related,Flood,11000
USA,United States,2008,2008-12-09,United States: Storm - 09/12/2008,Weather related,Storm,20000
USA,United States,2008,2008-04-01,United States: Storm - 01/04/2008,Weather related,Storm,38000
USA,United States,2008,2008-11-13,United States: Wildfire - 13/11/2008,Weather related,Wildfire,50000
USA,United States,2008,2008-01-09,United States: Storm - 09/01/2008,Weather related,Storm,1900000
VEN,"Venezuela, RB",2008,2008-11-20,Venezuela: Flood - 20/11/2008,Weather related,Flood,4700
VNM,Vietnam,2008,2008-11-17,Viet Nam: Storm - 17/11/2008,Weather related,Storm,240
VNM,Vietnam,2008,2008-09-30,Viet Nam: Storm - 30/09/2008,Weather related,Storm,820
VNM,Vietnam,2008,2008-10-19,Viet Nam: Flood - 19/10/2008,Weather related,Flood,840
VNM,Vietnam,2008,2008-10-27,Viet Nam: Flood - 27/10/2008,Weather related,Flood,2000
VNM,Vietnam,2008,2008-09-25,Viet Nam: Storm - 25/09/2008,Weather related,Storm,6700
VNM,Vietnam,2008,2008-08-08,Viet Nam: Storm - 08/08/2008,Weather related,Storm,95000
YEM,"Yemen, Rep.",2008,2008-10-23,Yemen: Flood - 23/10/2008,Weather related,Flood,22000
ZAF,South Africa,2008,2008-11-14,South Africa: Storm - 14/11/2008,Weather related,Storm,3500
ZMB,Zambia,2008,2008-09-02,Zambia: Flood - 02/09/2008,Weather related,Flood,5800
AFG,Afghanistan,2009,2009-01-01,Afghanistan: Earthquake - 01/01/2009,Geophysical,Earthquake,3200
AFG,Afghanistan,2009,2009-01-01,Afghanistan: Flood - 01/01/2009,Weather related,Flood,25000
AGO,Angola,2009,2009-01-01,Angola: Flood - 01/01/2009,Weather related,Flood,420
AGO,Angola,2009,2009-01-01,Angola: Flood - 01/01/2009,Weather related,Flood,4600
AGO,Angola,2009,2009-01-01,Angola: Flood - 01/01/2009,Weather related,Flood,81000
ALB,Albania,2009,2009-01-01,Albania: Earthquake - 01/01/2009,Geophysical,Earthquake,150
AUS,Australia,2009,2009-01-01,Australia: Wildfire - 01/01/2009,Weather related,Wildfire,7500
AZE,Azerbaijan,2009,2009-01-01,Azerbaijan: Flood - 01/01/2009,Weather related,Flood,200
BEN,Benin,2009,2009-01-01,Benin: Flood - 01/01/2009,Weather related,Flood,20000
BEN,Benin,2009,2009-01-01,Benin: Flood - 01/01/2009,Weather related,Flood,20000
BFA,Burkina Faso,2009,2009-01-01,Burkina Faso: Flood - 01/01/2009,Weather related,Flood,150000
BGD,Bangladesh,2009,2009-01-01,Bangladesh: Flood - 01/01/2009,Weather related,Flood,500000
BGD,Bangladesh,2009,2009-01-01,Cyclone 'aila',Weather related,Storm,842000
BOL,Bolivia,2009,2009-01-01,Bolivia: Flood - 01/01/2009,Weather related,Flood,630
BRA,Brazil,2009,2009-01-01,Brazil: Storm - 01/01/2009,Weather related,Storm,450
BRA,Brazil,2009,2009-01-01,Brazil: Flood - 01/01/2009,Weather related,Flood,2500
BRA,Brazil,2009,2009-01-01,Brazil: Flood - 01/01/2009,Weather related,Flood,20000
BRA,Brazil,2009,2009-01-01,Brazil: Flood - 01/01/2009,Weather related,Flood,500000
BWA,Botswana,2009,2009-01-01,Botswana: Flood - 01/01/2009,Weather related,Flood,870
CAF,Central African Republic,2009,2009-01-01,Central African Republic: Storm - 01/01/2009,Weather related,Storm,3800
CAF,Central African Republic,2009,2009-01-01,Central African Republic: Flood - 01/01/2009,Weather related,Flood,11000
CHL,Chile,2009,2009-08-27,Chile: Flood - 27/08/2009,Weather related,Flood,700
CHN,China,2009,2009-01-01,China: Landslide/Wet mass movement - 01/01/2009,Weather related,Mass Movement,10000
CHN,China,2009,2009-01-01,China: Storm - 01/01/2009,Weather related,Storm,48000
CHN,China,2009,2009-01-01,China: Flood - 01/01/2009,Weather related,Flood,56000
CHN,China,2009,2009-01-01,China: Earthquake - 01/01/2009,Geophysical,Earthquake,61000
CHN,China,2009,2009-01-01,Tropical cylone 'goni',Weather related,Storm,92000
CHN,China,2009,2009-01-01,Typhoon 'koppu',Weather related,Storm,115000
CHN,China,2009,2009-01-01,China: Flood - 01/01/2009,Weather related,Flood,118000
CHN,China,2009,2009-01-01,China: Flood - 01/01/2009,Weather related,Flood,120000
CHN,China,2009,2009-01-01,China: Storm - 01/01/2009,Weather related,Storm,123000
CHN,China,2009,2009-01-01,Linfa,Weather related,Storm,163000
CHN,China,2009,2009-01-01,China: Storm - 01/01/2009,Weather related,Storm,166000
CHN,China,2009,2009-01-01,China: Earthquake - 01/01/2009,Geophysical,Earthquake,400000
CHN,China,2009,2009-01-01,China: Flood - 01/01/2009,Weather related,Flood,938000
CHN,China,2009,2009-01-01,Typhoon morakot (kiko),Weather related,Storm,1620000
CIV,Côte d'Ivoire,2009,2009-01-01,Côte d'Ivoire: Landslide/Wet mass movement - 01/01/2009,Weather related,Mass Movement,10000
COD,"Congo, Dem. Rep.",2009,2009-01-01,Dem. Rep. Congo: Wildfire - 01/01/2009,Weather related,Wildfire,120
COL,Colombia,2009,2009-01-01,Colombia: Landslide/Wet mass movement - 01/01/2009,Weather related,Mass Movement,590
COL,Colombia,2009,2009-01-01,Galeras volcano,Geophysical,Volcanic activity,8500
CRI,Costa Rica,2009,2009-01-01,Costa Rica: Earthquake - 01/01/2009,Geophysical,Earthquake,2400
DZA,Algeria,2009,2009-01-01,Algeria: Flood - 01/01/2009,Weather related,Flood,2500
FJI,Fiji,2009,2009-01-01,Cyclone mick,Weather related,Storm,3800
FJI,Fiji,2009,2009-01-01,Fiji: Flood - 01/01/2009,Weather related,Flood,9400
GAB,Gabon,2009,2009-01-01,Gabon: Storm - 01/01/2009,Weather related,Storm,800
GHA,Ghana,2009,2009-01-01,Ghana: Flood - 01/01/2009,Weather related,Flood,52000
GRC,Greece,2009,2009-01-01,Greece: Wildfire - 01/01/2009,Weather related,Wildfire,320
GTM,Guatemala,2009,2009-01-01,Guatemala: Dry mass movement - 01/01/2009,Geophysical,Mass Movement,990
HND,Honduras,2009,2009-01-01,Honduras: Earthquake - 01/01/2009,Geophysical,Earthquake,2200
HTI,Haiti,2009,2009-01-01,Haiti: Flood - 01/01/2009,Weather related,Flood,9900
IDN,Indonesia,2009,2009-01-01,Indonesia: Earthquake - 01/01/2009,Geophysical,Earthquake,178000
IDN,Indonesia,2009,2009-01-01,Indonesia: Earthquake - 01/01/2009,Geophysical,Earthquake,676000
IND,India,2009,2009-01-01,India: Storm - 01/01/2009,Weather related,Storm,4000
IND,India,2009,2009-01-01,India: Flood - 01/01/2009,Weather related,Flood,500000
IND,India,2009,2009-01-01,Cyclone 'aila',Weather related,Storm,2300000
IND,India,2009,2009-01-01,India: Flood - 01/01/2009,Weather related,Flood,2500000
ITA,Italy,2009,2009-01-01,Italy: Flood - 01/01/2009,Weather related,Flood,5000
ITA,Italy,2009,2009-01-01,Italy: Earthquake - 01/01/2009,Geophysical,Earthquake,70000
KEN,Kenya,2009,2009-01-01,Kenya: Flood - 01/01/2009,Weather related,Flood,34000
KEN,Kenya,2009,2009-01-01,Kenya: Flood - 01/01/2009,Weather related,Flood,58000
KHM,Cambodia,2009,2009-01-01,Tropical storm 'ondoy' (ketsana),Weather related,Storm,66000
LAO,Lao PDR,2009,2009-01-01,Tropical storm 'ondoy' (ketsana),Weather related,Storm,38000
LKA,Sri Lanka,2009,2009-01-01,Sri Lanka: Flood - 01/01/2009,Weather related,Flood,60000
LKA,Sri Lanka,2009,2009-01-01,Sri Lanka: Flood - 01/01/2009,Weather related,Flood,303000
MDG,Madagascar,2009,2009-01-01,Cyclones eric and fanele,Weather related,Storm,4000
MDG,Madagascar,2009,2009-01-01,Tropical storm 'jade',Weather related,Storm,4100
MEX,Mexico,2009,2009-01-01,Hurricane jimena,Weather related,Storm,75000
MEX,Mexico,2009,2009-01-01,Hurricane 'ida',Weather related,Storm,100000
MEX,Mexico,2009,2009-01-01,Mexico: Flood - 01/01/2009,Weather related,Flood,200000
MMR,Myanmar,2009,2009-07-01,Myanmar: Landslide/Wet mass movement - 01/07/2009,Weather related,Mass Movement,2500
MNG,Mongolia,2009,2009-01-01,Mongolia: Cold wave - 01/01/2009,Weather related,Extreme Temperature,22000
MOZ,Mozambique,2009,2009-01-01,Mozambique: Flood - 01/01/2009,Weather related,Flood,830
MOZ,Mozambique,2009,2009-01-01,Tropical storm 'izilda',Weather related,Storm,6500
MWI,Malawi,2009,2009-01-01,Malawi: Earthquake - 01/01/2009,Geophysical,Earthquake,5600
MWI,Malawi,2009,2009-01-01,Malawi: Earthquake - 01/01/2009,Geophysical,Earthquake,15000
NAM,Namibia,2009,2009-01-01,Namibia: Flood - 01/01/2009,Weather related,Flood,55000
NER,Niger,2009,2009-01-01,Niger: Flood - 01/01/2009,Weather related,Flood,5600
NGA,Nigeria,2009,2009-01-01,Nigeria: Flood - 01/01/2009,Weather related,Flood,140000
NPL,Nepal,2009,2009-01-01,Nepal: Flood - 01/01/2009,Weather related,Flood,18000
PAK,Pakistan,2009,2009-01-01,Pakistan: Flood - 01/01/2009,Weather related,Flood,84000
PER,Peru,2009,2009-01-01,Peru: Landslide/Wet mass movement - 01/01/2009,Weather related,Mass Movement,150
PER,Peru,2009,2009-01-01,Peru: Flood - 01/01/2009,Weather related,Flood,46000
PHL,Philippines,2009,2009-01-01,Philippines: Earthquake - 01/01/2009,Geophysical,Earthquake,10
PHL,Philippines,2009,2009-01-01,Philippines: Storm - 01/01/2009,Weather related,Storm,100
PHL,Philippines,2009,2009-01-01,Tropical storm labuyo (dujuan),Weather related,Storm,1500
PHL,Philippines,2009,2009-01-01,Tropical storm 'isang' (molave),Weather related,Storm,7300
PHL,Philippines,2009,2009-01-01,Philippines: Flood - 01/01/2009,Weather related,Flood,16000
PHL,Philippines,2009,2009-01-01,Goni (jolina),Weather related,Storm,20000
PHL,Philippines,2009,2009-01-01,Typhoon morakot (kiko),Weather related,Storm,35000
PHL,Philippines,2009,2009-01-01,Tropical depression 'maring' (mujigae),Weather related,Storm,41000
PHL,Philippines,2009,2009-01-01,Mount mayon,Geophysical,Volcanic activity,50000
PHL,Philippines,2009,2009-01-01,Typhoon 'dante' (kujira),Weather related,Storm,55000
PHL,Philippines,2009,2009-01-01,Topical storm 'feria' (nangka),Weather related,Storm,63000
PHL,Philippines,2009,2009-01-01,Tropical storm 'soudelor' (gorio),Weather related,Storm,81000
PHL,Philippines,2009,2009-01-01,Tropical storm 'mirinae' (santi),Weather related,Storm,115000
PHL,Philippines,2009,2009-01-01,Typhoon  'emong' (chanom),Weather related,Storm,117000
PHL,Philippines,2009,2009-01-01,Philippines: Flood - 01/01/2009,Weather related,Flood,200000
PHL,Philippines,2009,2009-01-01,Tropical storm 'auring',Weather related,Storm,200000
