code,country,year,start,event_name,crisis_category,hazard_type,displaced
NAM,Namibia,2017,2017-01-01,Namibia: Floods - Northern regions - 01/01/2018,Weather related,Flood,3300
SLE,Sierra Leone,2017,2017-08-14,Sierra Leone: Landslide - Freetown - 14/08/2017,Weather related,Mass Movement,12000
CRI,Costa Rica,2017,2017-05-25,Costa Rica: landslide - Guanacaste Province - 25/05/2017,Weather related,Mass Movement,27
GHA,Ghana,2017,2017-06-16,"Ghana: Flood - Eastern, Western, Central, Greater Accra - 16/06/2017",Weather related,Flood,6000
GHA,Ghana,2017,2017-06-16,"Ghana: Flood - Volta, Western - 16/06/2017",Weather related,Flood,2500
AGO,Angola,2017,2017-09-27,Angola: Storms - Malanje - 27/09/2017,Weather related,Storm,540
PER,Peru,2017,2016-12-01,Peru: El Niño Costero – Country wide – January 2017,Weather related,Flood,293000
CRI,Costa Rica,2017,2017-06-09,Costa Rica: landslides - San José Province - 09/06/2017,Weather related,Mass Movement,68
CRI,Costa Rica,2017,2017-06-15,Costa Rica: landslide - San Jose Province - 15/06/2017,Weather related,Mass Movement,58
MWI,Malawi,2017,2017-11-27,Malawi: Storm - Nkhata Bay - 27/11/2017,Weather related,Storm,100
MWI,Malawi,2017,2017-11-23,Malawi: Storm - Nkhotakota - 23/11/2017,Weather related,Storm,410
GHA,Ghana,2017,2017-06-26,Ghana: Flood - Western -26/06/2017,Weather related,Flood,300
TUN,Tunisia,2017,2017-07-31,"Tunisia: forest fires - Jendouba, Béja, Bizerte - 31/07/2017",Weather related,Wildfire,990
HTI,Haiti,2017,2017-04-20,"Haiti: Flash floods- Sud, Sud-est, Grand-Anse, Nippes (20/04/2017)",Weather related,Flood,1700
CRI,Costa Rica,2017,2017-06-05,Costa Rica: Wet mass movement - Cartago Province - 06/06/2017,Weather related,Mass Movement,38
USA,United States,2017,2017-09-09,United States: Eagle Creek Fire - Oregon - 02/09/2017,Weather related,Wildfire,2000
IDN,Indonesia,2017,2017-12-15,Indonesia: Earthquake - West Java - 15/12/2017,Geophysical,Earthquake,4200
ZAF,South Africa,2017,2017-12-11,South Africa: Storm - Gauteng - 11/12/2017,Weather related,Storm,1500
KEN,Kenya,2017,2017-10-21,Kenya: Flood - Isiolo - 21/10/2017,Weather related,Flood,290
GUY,Guyana,2017,2017-05-18,Guyana: River flooding (several)- Region 7 and 8 (18/05/2017),Weather related,Flood,180
ZWE,Zimbabwe,2017,2017-11-15,Zimbabwe: Hailstorm - Bulawayo - 15/11/2017,Weather related,Storm,200
NIC,Nicaragua,2017,2017-10-24,Nicaragua: Flash flooding- 6 departments (24/10/2017),Weather related,Flood,2000
GTM,Guatemala,2017,2017-06-14,Guatemala: earthquake - San Marcos; Quetzaltenango; Retalhuleu  - 14/06/2017,Geophysical,Earthquake,36
CAN,Canada,2017,2017-12-14,Canada: Floods - Manitoba - 20/12/2017,Weather related,Flood,20
GTM,Guatemala,2017,2017-10-24,Guatemala: Flood- 4 departments - 24/10/2017 ,Weather related,Flood,220
IRL,Ireland,2017,2017-11-22,"United Kingdom and Ireland: Flash flooding- North-west England, Wales and Ireland- 22.11.2017",Weather related,Flood,57
GBR,United Kingdom,2017,2017-11-22,"United Kingdom and Ireland: Flash flooding- North-west England, Wales and Ireland- 22.11.2017",Weather related,Flood,30
TZA,Tanzania,2017,2017-04-07,Tanzania: Flash flood - Musoma - 07/04/2017,Weather related,Flood,150
MWI,Malawi,2017,2017-01-03,Malawi: Storm - Mchinji - 03/01/2017,Weather related,Storm,890
KHM,Cambodia,2017,2017-07-21,"Cambodia, Laos, Thailand, Vietnam: Tropical Storm Sonca - July 2017",Weather related,Storm,4300
LAO,Lao PDR,2017,2017-07-21,"Cambodia, Laos, Thailand, Vietnam: Tropical Storm Sonca - July 2017",Weather related,Storm,190
THA,Thailand,2017,2017-07-21,"Cambodia, Laos, Thailand, Vietnam: Tropical Storm Sonca - July 2017",Weather related,Storm,170
VNM,Vietnam,2017,2017-07-21,"Cambodia, Laos, Thailand, Vietnam: Tropical Storm Sonca - July 2017",Weather related,Storm,4000
GHA,Ghana,2017,2017-09-24,Ghana: Flood - Ashanti - 24/09/2017,Weather related,Flood,2
AFG,Afghanistan,2017,2017-05-15,Afghanistan: flood - Paktya - 15/05/2017,Weather related,Flood,81
GBR,United Kingdom,2017,2017-08-08,United Kingdom: flash floods - Eastern and Southern England - 08/08/2017,Weather related,Flood,21
COL,Colombia,2017,2017-09-06,Colombia: Second rainy season - country wide - September 2017,Weather related,Flood,2000
UGA,Uganda,2017,2017-02-24,Uganda: Flood - Kamuli - 24/02/2017,Weather related,Storm,3500
ZMB,Zambia,2017,2017-02-24,Zambia: Earthquake - Northern - 24/02/2017,Geophysical,Earthquake,54
ESP,Spain,2017,2017-02-19,Spain: flash floods - Province of Málaga - 19/02/2017,Weather related,Flood,3
SAU,Saudi Arabia,2017,2017-02-14,Saudi Arabia: Flood - Asir; Jizan - 14/02/2017,Weather related,Flood,45
GHA,Ghana,2017,2017-10-17,Ghana: Storm - Brong Ahafo - 17/10/2017,Weather related,Storm,200
AFG,Afghanistan,2017,2017-01-23,Afghanistan: heavy rainfall and flood - Herat - 23/01/2017,Weather related,Flood,7
USA,United States,2017,2017-02-16,United States :  Worland flood - Wyoming - 16/02/2017,Weather related,Flood,260
IRN,"Iran, Islamic Rep.",2017,2017-08-10,Iran: Flood - 5 provinces - 10/08/2017,Weather related,Flood,130
HRV,Croatia,2017,2017-06-20,Croatia: Forest fire - the Adriatic coast - June 2017,Weather related,Wildfire,200
GHA,Ghana,2017,2017-04-30,Ghana: Storm - Upper East - 30/04/2017,Weather related,Storm,850
GHA,Ghana,2017,2017-08-04,Ghana: Flood - Northern - 04/08/2017,Weather related,Flood,1500
GHA,Ghana,2017,2017-02-24,Ghana: Storm - Brong Ahafo - 24/02/2017,Weather related,Storm,930
GHA,Ghana,2017,2017-03-01,Ghana: Storm - Volta - 01/03/2017,Weather related,Storm,500
USA,United States,2017,2017-09-25,United States: Cascade Fire -  California -25/09/2017,Weather related,Wildfire,290
AGO,Angola,2017,2017-09-17,Angola: Storms - Huambo - 17/09/2017,Weather related,Storm,5
ALB,Albania,2017,2017-11-30,Albania: flood -  Fushë-Kruja; Tirana; Durres; Shijak; Kavaja; Berat; Gjirokastra; Vlora; Fier; Elbasan; Korçë; Dibra - 30/11/2017			,Weather related,Flood,3500
RWA,Rwanda,2017,2017-04-01,Rwanda: Storm - Gatsibo - 01/04/2017,Weather related,Storm,680
BWA,Botswana,2017,2017-02-18,Botswana; Mozambique; South Africa; Zimbabwe: Tropical Cyclone Dineo - 15/02/2017,Weather related,Storm,2000
MOZ,Mozambique,2017,2017-02-18,Botswana; Mozambique; South Africa; Zimbabwe: Tropical Cyclone Dineo - 15/02/2017,Weather related,Storm,145000
ZAF,South Africa,2017,2017-02-18,Botswana; Mozambique; South Africa; Zimbabwe: Tropical Cyclone Dineo - 15/02/2017,Weather related,Storm,11
ZWE,Zimbabwe,2017,2017-02-18,Botswana; Mozambique; South Africa; Zimbabwe: Tropical Cyclone Dineo - 15/02/2017,Weather related,Storm,1600
RWA,Rwanda,2017,2017-10-05,Rwanda: Storm - Bugesera; Gicumbi; Huye; Kirehe; Ngoma; Nyabihu; Nyamasheke; Rubavu; Rusizi - 17/09/2017 ,Weather related,Storm,2600
USA,United States,2017,2017-10-23,United States : North Carolina Tornado - 26/10/2017,Weather related,Storm,49
IRN,"Iran, Islamic Rep.",2017,2017-12-20,Iran: Earthquake - Teheran - 20/12/2017,Geophysical,Earthquake,2000
USA,United States,2017,2017-02-22,United States : San José Floods - California - 22/02/2017,Weather related,Flood,14000
ZAF,South Africa,2017,2017-06-06,South Africa: Wildfires - Western Cape - 06/06/2017,Weather related,Wildfire,12000
ZAF,South Africa,2017,2017-10-07,South Africa: Storm - Limpopo - 07/10/2017,Weather related,Storm,24
USA,United States,2017,2017-07-24,"United States : South Vestal, New York- Floods - 24/07/2017",Weather related,Flood,29
USA,United States,2017,2017-06-02,United States : Texas Floods - 02/06/2017,Weather related,Flood,39
AGO,Angola,2017,2017-11-01,Angola: Flood - Luanda - 01/11/2017,Weather related,Flood,44
USA,United States,2017,2017-12-11,United States : Legion Lake Fire - South Dakota - 11/12/2017,Weather related,Wildfire,240
COD,"Congo, Dem. Rep.",2017,2017-05-23,DRC: Storm - Sud Kivu - 23/05/2017,Weather related,Storm,150
COD,"Congo, Dem. Rep.",2017,2017-09-19,DRC: Storm - Sud Kivu - 19/09/2017,Weather related,Storm,9200
COD,"Congo, Dem. Rep.",2017,2017-05-20,DRC: Wildfire - Sud Kivu - 20/05/2017,Weather related,Wildfire,2000
AUS,Australia,2017,2017-12-01,Austalia : Victorian Floods - Victoria - 01/12/2017,Weather related,Flood,10
NZL,New Zealand,2017,2017-02-13,New Zealand : Hawke's Bay fires  - 13/02/2017,Weather related,Wildfire,80
NZL,New Zealand,2017,2017-02-15,New Zealand : Christchurch Port Hills fires - Canterbury- 15/02/2017,Weather related,Wildfire,1000
AUS,Australia,2017,2017-10-16,Australia :  Central Coast Queensland Severe Weather - Flood - Queensland - 16/10/2017,Weather related,Flood,31
ZMB,Zambia,2017,2017-12-31,Zambia: Storm - North Western - 31/12/2017,Weather related,Storm,200
GHA,Ghana,2017,2017-05-30,Ghana: Storm - Upper East - 30/05/2017,Weather related,Storm,6300
NZL,New Zealand,2017,2017-07-23,New Zealand : Otago and Canterbury floods - 23/07/2017,Weather related,Flood,1000
ZAF,South Africa,2017,2017-12-09,South Africa: Storm - Gauteng - 09/12/2017,Weather related,Storm,36
ZAF,South Africa,2017,2017-10-09,"South Africa: Storm- Kwazuzlu-Natal, Johannesburgh - 09/10/2017",Weather related,Storm,600
NZL,New Zealand,2017,2017-04-04,New Zealand : Whakatane-Edgecumbe  Floods (Impact of TC Debbie)  - 04/04/2017,Weather related,Flood,2000
RWA,Rwanda,2017,2017-03-01,Rwanda: Storm - March 2017,Weather related,Storm,74
RWA,Rwanda,2017,2017-05-01,Rwanda: Storm - May 2017,Weather related,Storm,62
RWA,Rwanda,2017,2017-07-01,Rwanda: Storm - July 2017,Weather related,Storm,29
BGD,Bangladesh,2017,2017-04-03,Bangladesh: Pabna  and Sunamganj Tornado - 03/04/2017,Weather related,Storm,12000
RWA,Rwanda,2017,2017-05-01,Rwanda: Flood - May 2017,Weather related,Flood,21
NZL,New Zealand,2017,2017-04-06,New Zealand :  Whanganui floods (Impact of TC Debbie) - North Island -  Manawatu-Wanganui region - 06/04/2017,Weather related,Flood,170
BGD,Bangladesh,2017,2017-03-28,"Bangladesh : Northeast Floods - Sylhet, Moulvibazar, Sunamganj, Habiganj, Netrokona, Kishoreganj - 28/03/2017",Weather related,Flood,12000
KHM,Cambodia,2017,2017-09-12,Cambodia: Storm - Banteay Meanchey - 12/09/2017,Weather related,Storm,160
RWA,Rwanda,2017,2017-08-01,Rwanda: Storm - Eastern districts - August 2017,Weather related,Storm,1200
BGD,Bangladesh,2017,2017-07-19,Bangladesh: Monsoon season - Rangpur; Rajshahi; Mymensingh; Sylhet; Chittagong; Dhaka; Khulna - 12/08/2017,Weather related,Flood,436000
RWA,Rwanda,2017,2017-10-18,Rwanda: Storm - Kamonyi; Kamiranzovu; Rwabashasha - October 2017,Weather related,Storm,90
RWA,Rwanda,2017,2017-05-01,Rwanda: Landslides - May 2017,Weather related,Mass Movement,8
BGD,Bangladesh,2017,2017-04-12,"Bangladesh : Riverbanck erosion - Sirajganj , Shariatpur - 12/04/2017",Unknown,Unknown,630
ETH,Ethiopia,2017,2017-07-01,Ethiopia: Flood - Amhara - 01/07/2017,Weather related,Flood,140
ETH,Ethiopia,2017,2017-07-01,Ethiopia: Flood - Amhara - 01/07/2017,Weather related,Flood,120
ETH,Ethiopia,2017,2017-07-01,Ethiopia: Landslide - Amhara - 01/07/2017,Weather related,Mass Movement,360
BOL,Bolivia,2017,2017-04-10,Bolivia : Cochabamba and Sucre  Floods - 20/04/2017,Weather related,Flood,3000
KHM,Cambodia,2017,2017-08-12,Cambodia: Storm - Kratie - 12/08/2017,Weather related,Storm,5
PHL,Philippines,2017,2017-02-10,Philippines: Earthquake - Surigao City (CARAGA) - 10/2/2017,Geophysical,Earthquake,55000
RWA,Rwanda,2017,2017-01-01,Rwanda: Storm - Nyarugenge; Kicukiro; Kamonyi; Rusizi; Muhanga - 01/01/2017,Weather related,Storm,200
BRN,Brunei Darussalam,2017,2017-12-19,"Brunei :  Brunei Darussalam, Flash flood -Tropical Cyclone KAI-TAK-  21/12/2017",Weather related,Flood,94
KOR,"Korea, Rep.",2017,2017-11-15,Korea :  5.4 magnitude Earthquake - Pohang - 15/11/2017,Geophysical,Earthquake,1300
KHM,Cambodia,2017,2017-11-30,Cambodia: Storm - Preah Sihanouk  - 30/11/2017,Weather related,Storm,5
KOR,"Korea, Rep.",2017,2017-07-05,Korea :Gangneung Wildfire - 05/07/2017,Weather related,Wildfire,2500
FJI,Fiji,2017,2017-02-08,Fiji : Viti Levu Flood - 08/02/2017,Weather related,Flood,190
AUS,Australia,2017,2017-08-19,Australia : Strong winds - Wollongong- 19/08/2017,Weather related,Storm,80
RWA,Rwanda,2017,2017-02-01,Rwanda: Storm - Rusizi - February 2017,Weather related,Storm,41
NPL,Nepal,2017,2017-04-14,Nepal : Phidim wildfire - 14/04/2017,Weather related,Wildfire,22
NPL,Nepal,2017,2017-12-22,"Nepal : Landslides Okhaldhunga, Khotang,Palpa,Lalitpur,Lalitpur,Dhading, Solukhumbu, Shankhuwasabha, Bajura   - 22/09/2017 (year report)",Weather related,Mass Movement,600
PNG,Papua New Guinea,2017,2017-04-16,Papua New Guinea : Manam Volcanic activity -16/04/2017,Geophysical,Volcanic activity,890
USA,United States,2017,2017-07-12,United States: Chetco Bar (Curry) wildfire - July 2017,Weather related,Wildfire,4000
BFA,Burkina Faso,2017,2017-07-09,"Burkina Faso: Flash flooding- Soum, Yagha, Namentenga (9/07/2017)",Weather related,Flood,2900
SUR,Suriname,2017,2017-02-26,Suriname - Flood - 27/02/2017,Weather related,Flood,6000
USA,United States,2017,2017-08-30,United States: Helena (Trinity) wildfire - California - August 2017,Weather related,Wildfire,2000
GAB,Gabon,2017,2017-04-16,Gabon: floods - Estuaire - 16/04/2017,Weather related,Flood,4
KHM,Cambodia,2017,2017-08-03,Cambodia: Storm - Banteay Meanchey; Mongkol Borei - 03/08/2017,Weather related,Storm,14
JOR,Jordan,2017,2017-01-27,Jordan: Storms - All country - 27/01/2017,Weather related,Storm,160
BFA,Burkina Faso,2017,2017-08-31,Burkina Faso: Flash flooding- Oudalan- (31/08/2017),Weather related,Flood,850
ESP,Spain,2017,2017-10-15,"Spain: Wildfires- Galicia, Asturias (15/10/2017) ",Weather related,Wildfire,100
CAN,Canada,2017,2017-05-01,Canada: Quebec Floods (2nd wave - May 2017),Weather related,Flood,4100
CAN,Canada,2017,2017-04-01,Canada: Quebec Floods (1st wave - April 2017),Weather related,Flood,1000
CAN,Canada,2017,2017-06-23,"Canada: Flash Floods - Harriston, Ontario - 23/6/2017",Weather related,Flood,15
CAN,Canada,2017,2017-07-29,"Canada: Forest Fire - Miscou Island, New Brunswick - 29/7/2017",Weather related,Wildfire,63
CAN,Canada,2017,2017-08-01,Canada: Wildfires - Manitoba - 1/8/2017,Weather related,Wildfire,6300
TZA,Tanzania,2017,2017-05-14,Tanzania: Storm - Tanga - May 2017,Weather related,Storm,200
IRN,"Iran, Islamic Rep.",2017,2017-02-17,Iran: Flood - Fars - 18/02/2017,Weather related,Flood,2400
IRN,"Iran, Islamic Rep.",2017,2017-01-27,Iran: Flood - Sistan-and-Baluchestan - 27/01/2017,Weather related,Flood,8100
PRY,Paraguay,2017,2017-04-09,Paraguay: Storm - Misiones - 09/04/2017,Weather related,Storm,160
VUT,Vanuatu,2017,2017-09-22,Vanuatu: Volcanic activity - Ambae island - 22/09/2017,Geophysical,Volcanic activity,11000
CHL,Chile,2017,2017-01-03,"Chile: Wildfires- O'Higgins, Valpariso, Central Chile (Jan-March 2017)",Weather related,Wildfire,6100
CHL,Chile,2017,2017-06-16,Chile: Floods- Central Chile (8 provinces) (16/06/2017),Weather related,Flood,56
KHM,Cambodia,2017,2017-09-10,Cambodia: Storm - Takeo - 10/09/2017,Weather related,Storm,23
KHM,Cambodia,2017,2017-11-30,Cambodia: Storm - Kandal - 30/11/2017,Weather related,Storm,97
KHM,Cambodia,2017,2017-08-23,Cambodia: Storm - Oddar Meanchey - 23/08/2017,Weather related,Storm,9
KHM,Cambodia,2017,2017-08-25,Cambodia: Storm - Battambang; Prey Khpos - 25/08/2017,Weather related,Storm,18
KHM,Cambodia,2017,2017-09-01,Cambodia: Storm - Svay Rieng; Takeo - 01/09/2017,Weather related,Storm,28
KHM,Cambodia,2017,2017-08-21,Cambodia: Storm - Siem Reap - 21/08/2017,Weather related,Storm,5
KHM,Cambodia,2017,2017-10-01,Cambodia: Storm - Banteay Meanchey - 01/10/2017,Weather related,Storm,5
KHM,Cambodia,2017,2017-08-10,Cambodia: Storm - Siem Reap; Battambang - 10/08/2017,Weather related,Storm,41
KHM,Cambodia,2017,2017-08-17,Cambodia: Storm - Kampong Cham - 17/08/2017,Weather related,Storm,5
KHM,Cambodia,2017,2017-09-29,Cambodia: Storm - Svay Rieng - 29/09/2017,Weather related,Storm,23
NOR,Norway,2017,2017-02-21,Norway: Avalanche - Svalbard - 21/02/2017,Weather related,Mass Movement,200
SRB,Serbia,2017,2017-06-06,"Serbia: Flood - Uljima, Izbiste, Šušara - 06/06/2017",Weather related,Flood,42
HUN,Hungary,2017,2017-06-21,Hungary: Hailstorm - Megyaszó - 21/06/2017,Weather related,Storm,96
PSE,West Bank and Gaza,2017,2017-07-16,Palestine: wildfire - West Bank - 16/07/2017,Weather related,Wildfire,77
IDN,Indonesia,2017,2017-09-01,Indonesia: Floods - Wajo - 01/09/2017,Weather related,Flood,140
MDV,Maldives,2017,2017-05-16,Maldives: torrential rains caused by south-west monsoon - whole country - 16/05/2017,Weather related,Storm,76
AFG,Afghanistan,2017,2017-03-23,Afghanistan: avalanche - Bamyan - 23/02/2017,Weather related,Flood,7
RUS,Russian Federation,2017,2017-05-10,Russian Federation: floods - Tyumen - 10/05/2017,Weather related,Flood,640
ECU,Ecuador,2017,2017-12-06,Ecuador: Rio Blanco and Morona River Floods (12/06/2017),Weather related,Flood,8
ISL,Iceland,2017,2017-09-26,Iceland: Floods-Eastern Region (26.09.2017),Weather related,Flood,120
GRD,Grenada,2017,2017-07-18,Grenada - St Vincent and Grenadine: Tropical Storm Don - 18/07/2017,Weather related,Storm,140
VCT,St. Vincent and the Grenadines,2017,2017-07-18,Grenada - St Vincent and Grenadine: Tropical Storm Don - 18/07/2017,Weather related,Storm,20
ZAF,South Africa,2017,2017-06-07,South Africa: Wildfires - Kouga - 07/06/2017,Weather related,Wildfire,250
GHA,Ghana,2017,2017-05-11,Ghana: Storms - Northern - 11/05/2017,Weather related,Storm,1000
BGD,Bangladesh,2017,2017-06-12,Bangladesh :  Landslides- TC Mora impact - 12/06/2017,Weather related,Mass Movement,6000
BGR,Bulgaria,2017,2017-10-24,Bulgaria: floods - Burgas - 24/10/2017,Weather related,Flood,22
SEN,Senegal,2017,2017-08-19,Senegal: Wet mass movement - Saint-Louis (19/08/2017),Weather related,Wave action,630
DOM,Dominican Republic,2017,2017-04-10,Domincan Republic: Flood - Sánchez Ramírez - 10/04/2017,Weather related,Flood,100
DOM,Dominican Republic,2017,2017-05-07,Dominican Republic: Flood -  Santiago Rodríguez - 7/05/2017,Weather related,Flood,100
DOM,Dominican Republic,2017,2017-05-16,Dominican Republic: Floods - 4 provinces - 18/05/2017,Weather related,Flood,290
DOM,Dominican Republic,2017,2017-05-31,Dominican Republic: Flood - Samaná - 31/05/2017,Weather related,Flood,20
DOM,Dominican Republic,2017,2017-03-23,"Dominican Republic: Flood - Espaillat, Puerto Plata - 23/03/2017",Weather related,Flood,1800
PER,Peru,2017,2017-11-04,Peru: Flood - Amazonas – 04/11/2017,Weather related,Flood,25
PER,Peru,2017,2017-11-02,Peru: Flood - San Martín - 02/11/2017 ,Weather related,Flood,1800
NER,Niger,2017,2017-06-13,Niger: Flood - rainy season - September 2017,Weather related,Flood,185000
SLB,Solomon Islands,2017,2017-12-05,"Solomon Islands: Floods, Guadalcanal Province - 05/12/2018",Weather related,Flood,580
GTM,Guatemala,2017,2017-09-07,México; Guatemala: Earthquake (Chiapas earthquake) - 07/09/2017,Geophysical,Earthquake,280
MEX,Mexico,2017,2017-09-07,México; Guatemala: Earthquake (Chiapas earthquake) - 07/09/2017,Geophysical,Earthquake,88000
MMR,Myanmar,2017,2017-07-03,Myanmar: Monsoon Season - Magway; Sagaing; Ayeyarwady; Bago; Mandalay; Kayin - July 2017,Weather related,Flood,330000
CHN,China,2017,2017-08-30,China: Tropical Storm Mawar - Guangdong ; Fujian - 30/08/2017,Weather related,Storm,79000
MDG,Madagascar,2017,2017-01-01,Madagascar: Drought - 2017,Weather related,Drought,1200
MEX,Mexico,2017,2017-09-19,Mexico: Central Mexico Earthquake - 7 States - 19/09/2017,Geophysical,Earthquake,104000
CHN,China,2017,2017-09-24,"Northwest China: Floods - Qinghai, Shaanxi - 24/9/2017",Weather related,Flood,60000
CHN,China,2017,2017-08-19,China; Vietnam: Typhoon Hato - 19/08/2017,Weather related,Storm,27000
HKG,"Hong Kong SAR, China",2017,2017-08-19,China; Vietnam: Typhoon Hato - 19/08/2017,Weather related,Storm,3000
VNM,Vietnam,2017,2017-08-19,China; Vietnam: Typhoon Hato - 19/08/2017,Weather related,Storm,25
GRD,Grenada,2017,2017-06-19,Grenada: Tropical Storm Bret - 19/06/2017,Weather related,Storm,6
CAN,Canada,2017,2017-07-01,Canada: Wildfires - British Columbia - 1/7/2017,Weather related,Wildfire,65000
CHN,China,2017,2017-07-19,China: Heilongjiang and Jilin floods - 19/07/2017,Weather related,Flood,249000
AFG,Afghanistan,2017,2017-03-27,Afghanistan: heavy rainfall and flood - Badakhshan - 27/03/2017,Weather related,Flood,110
AFG,Afghanistan,2017,2017-03-26,Afghanistan: heavy rainfall and flood - Ghor - 26/03/2017,Weather related,Flood,140
HTI,Haiti,2017,2017-05-16,Haiti: Flash floods- 5 departments (16/05/2017),Weather related,Flood,340
BRA,Brazil,2017,2017-05-25,"Brazil: Uruguay, Caí and Taquari River floods - Rio Grande do Sul - 25/05/2017",Weather related,Flood,2600
AFG,Afghanistan,2017,2017-02-18,Afghanistan: floods - Herat - 18/02/2017,Weather related,Flood,2400
AFG,Afghanistan,2017,2017-03-04,Afghanistan: landslide - Ghazni - 04/03/2017,Weather related,Mass Movement,7
AFG,Afghanistan,2017,2017-04-10,Afghanistan: heavy rainfall and flood - Bamyan - 10/04/2017,Weather related,Flood,15
ETH,Ethiopia,2017,2017-09-08,"Ethiopia: Flood - Afar, Oromia - 08/09/2017",Weather related,Flood,36000
IRQ,Iraq,2017,2017-11-12,Iraq; Iran: Earthquake - 12/11/2017,Geophysical,Earthquake,3900
IRN,"Iran, Islamic Rep.",2017,2017-11-12,Iraq; Iran: Earthquake - 12/11/2017,Geophysical,Earthquake,170000
PHL,Philippines,2017,2017-05-05,Philippines: Floods - Maguindanao - 5/5/2017,Weather related,Flood,321000
KHM,Cambodia,2017,2017-04-21,Cambodia: Storm - Preah Vihear; Ratanakkiri; Svay Rieng; Tbong Khmom; Kampong Thom - 21/04/2017,Weather related,Storm,460
AFG,Afghanistan,2017,2017-04-08,Afghanistan: landslide - Badakhshan - 08/04/2017,Weather related,Mass Movement,160
CHN,China,2017,2017-07-25,"China, Taiwan, Philippines: Typhoon Nesat (Gorio) / Tropical Depression Haitang / Southwest Monsoon - 25/7/2017",Weather related,Storm,191000
PHL,Philippines,2017,2017-07-25,"China, Taiwan, Philippines: Typhoon Nesat (Gorio) / Tropical Depression Haitang / Southwest Monsoon - 25/7/2017",Weather related,Storm,1800
TWN,"Taiwan, China",2017,2017-07-25,"China, Taiwan, Philippines: Typhoon Nesat (Gorio) / Tropical Depression Haitang / Southwest Monsoon - 25/7/2017",Weather related,Storm,13000
BGD,Bangladesh,2017,2017-07-22,Bangladesh : Landslides -  Chittagong  -  22/07/2017,Weather related,Mass Movement,1500
CHN,China,2017,2017-09-07,"Japan, Taiwan, China: Typhoon Talim / Lannie - 7/9/2017",Weather related,Storm,200000
JPN,Japan,2017,2017-09-07,"Japan, Taiwan, China: Typhoon Talim / Lannie - 7/9/2017",Weather related,Storm,370
TWN,"Taiwan, China",2017,2017-09-07,"Japan, Taiwan, China: Typhoon Talim / Lannie - 7/9/2017",Weather related,Storm,1
AFG,Afghanistan,2017,2017-03-21,Afghanistan: flood - Herat - 21/03/2017,Weather related,Flood,5100
AFG,Afghanistan,2017,2017-04-18,Afghanistan: landslide - Badakhshan - 18/04/2017,Weather related,Mass Movement,89
AFG,Afghanistan,2017,2017-04-06,Afghanistan: flood - Balkh; Samangan - 06/04/2017,Weather related,Flood,59
AFG,Afghanistan,2017,2017-05-07,Afghanistan: flood - Badakhshan; Baghlan; Takhar - 07/05/2017,Weather related,Flood,2500
AFG,Afghanistan,2017,2017-05-06,Afghanistan: flood - Samangan - 06/05/2017,Weather related,Flood,140
AFG,Afghanistan,2017,2017-05-07,Afghanistan: floods - Herat; Ghor - 07/05/2017,Weather related,Flood,1400
AFG,Afghanistan,2017,2017-06-29,Afghanistan: floods - Khost; Paktika - 29/06/2017,Weather related,Flood,160
IDN,Indonesia,2017,2017-02-05,Indonesia: Flood - Pandeglang - 09/02/2017,Weather related,Flood,36000
ETH,Ethiopia,2017,2017-01-01,Ethiopia: Drought - 01/01/2017,Weather related,Drought,381000
NGA,Nigeria,2017,2017-09-07,Nigeria: Flood - Kogi State - September 2017,Weather related,Flood,10000
SSD,South Sudan,2017,2017-08-01,South Sudan: Flood - Boma - 01/08/2017,Weather related,Flood,72000
CHN,China,2017,2017-06-22,"Southern China: Floods - Zhejiang, Jiangxi, Guizhou, Anhui, Hubei, Chongqing, Sichuan, Yunnan - 22/6/2017 (3rd wave)",Weather related,Flood,546000
AFG,Afghanistan,2017,2017-11-15,Afghanistan: heavy rainfall and floods - Khost; Ghazni - 15/11/2017,Weather related,Flood,180
AFG,Afghanistan,2017,2017-12-14,Afghanistan: heavy rainfall and floods - Laghman; Kunar - 14/12/2017,Weather related,Flood,30
CHN,China,2017,2017-08-02,"Northeast China: Floods - Jilin, Heilongjiang, Liaoning - 2/8/2017",Weather related,Flood,192000
AFG,Afghanistan,2017,2017-02-03,Afghanistan: avalanche - Daykundi - 03/02/2017,Weather related,Mass Movement,230
AFG,Afghanistan,2017,2018-03-29,Afghanistan: landslide - Bamyan - 29/03/2017,Weather related,Mass Movement,22
FRA,France,2017,2017-08-27,15 countries - Hurricane Irma - 27/08/2017,Weather related,Storm,3000
ATG,Antigua and Barbuda,2017,2017-08-27,15 countries - Hurricane Irma - 27/08/2017,Weather related,Storm,1400
CUB,Cuba,2017,2017-08-27,15 countries - Hurricane Irma - 27/08/2017,Weather related,Storm,1738000
DOM,Dominican Republic,2017,2017-08-27,15 countries - Hurricane Irma - 27/08/2017,Weather related,Storm,24000
TWN,"Taiwan, China",2017,2017-10-11,Hong-Kong/Taiwan/China; Philippines - Typhoon Khanun (Odette) - 11/10/2017,Weather related,Storm,1900
HTI,Haiti,2017,2017-08-27,15 countries - Hurricane Irma - 27/08/2017,Weather related,Storm,13000
PRI,Puerto Rico,2017,2017-08-27,15 countries - Hurricane Irma - 27/08/2017,Weather related,Storm,190
KNA,St. Kitts and Nevis,2017,2017-08-27,15 countries - Hurricane Irma - 27/08/2017,Weather related,Storm,33
